Conferencia,Ano,Edicao,Titulo,Resumo,Link
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,DR-AIVis: A Hybrid Approach for Diabetic Retinopathy Detection Using U-Net Segmentation and CNN Classification with Grad-CAM Explainability,"Diabetic retinopathy (DR) is a diabetes-related ocular complication that can lead to vision loss. Its detection is performed through fundus examinations, assisted by lesion segmentation techniques. The IDRiD and APTOS-2019 datasets are used for DR lesion segmentation and classification, respectively. Using the U-Net architecture, lesions such as microaneurysms and exudates were segmented, while CNNs classified disease stages. In this paper, we present DR-AIVis, an approach for segmentation, classification, and explainability of diabetic retinopathy (DR). Our results demonstrate an accuracy of 93.84% in segmentation and 98.30% in classification. Additionally, we employ Grad-CAM to highlight the most relevant regions of the image. As contributions, our work includes an automated system for DR segmentation and classification, as well as a mechanism to identify the most important image regions for decision-making, thereby enhancing confidence in the provided results using Grad-CAM.",https://sol.sbc.org.br/index.php/bracis/article/view/40855
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,DWNNet-Therm: A Deep Wavelet Neural Network Architecture Dedicated to Multiclass Classification in Breast Thermography,"Early diagnosis of breast cancer is essential to increase the chances of successful treatment and improve patient survival. Thermography is a non-invasive technique that records infrared radiation emitted by the skin, enabling the detection of thermal changes associated with pathological processes, such as breast lesions. This work proposes a method based on a Deep Wavelet Neural Network (DWNN) for the automatic classification of thermographic images into four clinical categories: cyst, benign lesion, malignant lesion, and no lesion. The approach combines the multiscale analysis provided by wavelet transform with the deep learning capabilities of convolutional neural networks, allowing efficient and robust extraction of relevant thermal features for diagnosis. The model was trained and validated using a specific thermographic database. The results obtained demonstrate an overall accuracy of 74.41% in the test set, with satisfactory performance in precision, recall, and F1-score metrics for the different classes. The high precision in identifying malignant lesions (0.84) stands out, although the recall for this class was moderate (0.67), indicating the need for improvements to reduce false negatives. In conclusion, the proposed methodology presents itself as a promising tool to assist healthcare professionals in the early diagnosis of breast cancer through thermography, contributing to the development of non-invasive, accessible, and effective methods.",https://sol.sbc.org.br/index.php/bracis/article/view/40854
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Data Complexity and Instance Hardness Measures in Transferability Evaluation,"Advancements in Machine Learning (ML) have driven the development of diverse pre-trained models. Through transfer learning, knowledge from these models can be transferred to other domains for solving challenging problems for which the amount of training data is still scarce. However, there are currently various pre-trained models with different architectures and possibly different source domains where learning occurs. This makes it challenging to choose a particular model for transferability. The hypothesis investigated in this paper is that the data complexity of the embedded target dataset, as represented by the feature representation provided by the pre-trained model, can be used to inform the choice of specific models for new target applications. Specifically, if the representation allows a good separation between the classes, it will be a better option for knowledge transfer than another representation where the classes overlap more. We experimentally demonstrate that specific data complexity and instance hardness measures can effectively evaluate the knowledge transferability of different pre-trained models for new target datasets, enabling the ranking of models for evaluation.",https://sol.sbc.org.br/index.php/bracis/article/view/40783
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Data Stream Mining to Predict Recommended Actions for Firewall Network Traffic,"The advance of the Internet has led to an increase in the continuous generation of data, exacerbating challenges related to cybersecurity. In this context, firewalls play a crucial role in protecting networks from threats, organizing log records based on specific rules that reflect organizational policies. However, updating these rules is complex, and improper configurations or decisions can compromise security. Related works that use traditional Machine Learning approaches often rely on static datasets, requiring new training cycles to incorporate changes, which is not feasible in dynamic network traffic scenarios. In this work, we develop methods to apply the known MINAS and CluStream data stream algorithms to predict recommended actions (Allow, Deny, Drop, and Reset-Both) in network traffic captured by firewalls. While CluStream is an incremental algorithm, MINAS combines incremental learning with novelty detection, essential features in data stream scenarios where patterns can change abruptly or gradually. Experiments conducted demonstrate that both algorithms showed distinct results in the data stream, with satisfactory performance across different metrics throughout the experiments.",https://sol.sbc.org.br/index.php/bracis/article/view/40784
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Data-Driven Proxy Models Based on Recurrent Neural Network for Reservoir Simulators,"Management of oil reservoirs involves conducting numerous simulations to understand the oil field, which results in high computational costs. These costs have an adverse effect on activities related to controlling production and injection wells for optimizing production. This study aims to develop a data-driven proxy model that uses only historical production data to replace the reservoir simulator. The proxy models must accurately predict responses and capture reservoir dynamics, i.e., a controlled time series that includes the time series of fluid phase flow rates and bottom hole pressure, based on the specified controls of injection and production wells. For this purpose, in this work we apply four neural network strategies to capture reservoir dynamics: Long Short-Term Memory (LSTM), LSTM with attention mechanism (LSTM-A), Gated Recurrent Unit (GRU), and GRU with attention mechanism (GRU-A). To assess the performance of these strategies, we used a synthetic reservoir model from the literature with 4 production wells and 8 injection wells. GRU-A demonstrated superior effectiveness and exhibited lower variability compared to other approaches, achieving up to 13% improvement in error reduction on the test set. Thus, even simpler neural network models prove useful for replacing simulators, saving time and computational resources. The source code is available here.",https://sol.sbc.org.br/index.php/bracis/article/view/40887
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Dead-End Discovery and Secure Exploration via Large Language Models,"A common issue in stochastic shortest path problems (SSPs) is the presence of non-terminal dead-end states - states from which reaching the agent’s goal is impossible. After reaching a non-terminal dead-end state, the agent may continue interacting with the environment for a long time in a dead-end path. As a consequence, reinforcement learning (RL) techniques may require a prohibitively large number of steps before convergence. Therefore, it is crucial to develop efficient methods to discover and avoid dead-end states. Recently, it has been shown that large language models (LLMs) can enhance various aspects of RL, such as reward shaping, fail state prevention, and goal-directed action generation. In this work, we use LLMs knowledge to discover dead-end states to perform a secure exploration. The secure property of this exploration helps to avoid dead-end states. We propose LLM-based methods for dead-end discovery and exploration that can be used with different optimization criteria. Additionally, we apply them to improve the efficiency and safety of the Q-learning-eGUBS+C max algorithm - an RL algorithm based on the theory of expected utility that allows a balance with meaningful, between cost and probability to reach the goal. The experimental results show that our proposed methods can significantly reduce the likelihood of encountering dead-end states, leading to better performance than state-of-the-art approaches.",https://sol.sbc.org.br/index.php/bracis/article/view/40785
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Deep Graph Clustering Using Graph Neural Networks and Seed Detection,"Clustering plays a fundamental role in attributed graphs, which incorporate both topological structure and node attributes represented as feature vectors. Deep clustering methods based on Graph Neural Networks (GNNs) have proven effective in extracting patterns from such data. Most existing approaches use a traditional clustering algorithm to identify representative elements, which are later employed to train a GNN and, finally, the clustering task. However, when selecting representative elements, these clustering algorithms consider only the feature vector of each instance, neglecting topological information. This limitation negatively impacts the GNN learning process. To address this issue, we propose Deep Graph Clustering via Graph Neural Network and Seed Detection (DGCSD), a model consisting of three modules: (1) the seed detection module, which identifies representative nodes; (2) the embedding module, which employs a graph attentional network to capture global topological information; and (3) the self-supervised module, which leverages the representative nodes to guide the clustering task. An advantage of our algorithm is that it integrates both information, the topological structure and node attributes across all modules to identify representative elements. This is the first GNN-based clustering algorithm that incorporates seed detection, establishing a significant reference for future research. The empirical analysis of real-world graphs provides evidence that combining a seed detection algorithm with a GNN model is competitive compared to well-established algorithms.",https://sol.sbc.org.br/index.php/bracis/article/view/40786
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Deep Learning for Helicobacter Pylori Classification: A Comparative Approach Using Transfer Learning and Data Augmentation,"Gastric cancer ranks among the most common types of carcinoma worldwide, with gastritis and Helicobacter pylori (HP) infections being its main precursors. Consequently, early diagnosis plays a crucial role in combating this disease. The use of Deep Learning (DL), particularly Convolutional Neural Networks (CNNs), has become widespread in research aimed at supporting disease diagnosis across various medical fields. In this study, we apply transfer learning and data augmentation techniques to compare five CNN-based models for the classification of HP, using a dataset comprising 204 histopathological images. Among the evaluated models, ResNet-101 achieved the best performance, with an accuracy of 94.61%, F1-score of 94.38%, precision of 97.00%, and recall of 92.29%. Our results indicate that, despite the limitations of the dataset, the proposed approach was effective, outperforming previous studies and reaffirming the potential of the applied techniques.",https://sol.sbc.org.br/index.php/bracis/article/view/40787
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Deep Learning-Based Intrusion Detection for Automotive Ethernet: Evaluating and Optimizing Fast Inference Techniques for Deployment on Low-Cost Platform,"Modern vehicles are increasingly connected, and in this context, automotive Ethernet is one of the technologies that promise to provide the necessary infrastructure for intra-vehicle communication. However, these systems are subject to attacks that can compromise safety, including flow injection attacks. Deep Learning-based Intrusion Detection Systems (IDS) are often designed to combat this problem, but they require expensive hardware to run in real time. In this work, we propose to evaluate and apply fast neural network inference techniques like Distilling and Pruning for deploying IDS models on low-cost platforms in real time. The results show that these techniques can achieve intrusion detection times of up to 727 μ s using a Raspberry Pi 4, with AUCROC values of 0.9890.",https://sol.sbc.org.br/index.php/bracis/article/view/40888
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Deep Neural Networks Techniques with Ensemble-Based Methods Applied to Data-Driven Proxy Reservoir Simulator,"Determining oil and water production in petroleum reservoirs involves conducting several simulations, which can be very costly due to the complexity of flow physics in real-world conditions. The high computational expense of these simulations has led to the development of proxy models that utilize historical production data, offering a more efficient alternative to traditional reservoir simulators. Various machine learning models, including recurrent neural networks (RNN), convolutional neural networks (CNN) and support vector regression (SVR), have been used in creating these proxies. However, these individual models have limitations, particularly in situations characterized by high complexity and uncertainty. In this work, we propose a proxy model based on ensemble methods to enhance accuracy and address uncertainties related to predictive modeling. The approach involves constructing a heterogeneous ensemble (different types of machine learning models), specifically integrating RNN and CNN. Additionally, using diverse activation functions (AFs). The goal is to leverage each model type’s strengths with different AFs for better performance. Our methodology was applied to a reservoir model that is well-documented in the literature. The results indicated that the proposal outperformed both homogeneous ensembles and individual models, reducing the mean and variance of the root mean square error (RMSE). Over ten runs, it demonstrated a maximum improvement of 23.3% in the mean and 67.36% in the standard deviation of the RMSE, compared to the RNN model on the test set.",https://sol.sbc.org.br/index.php/bracis/article/view/40788
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,DiagHW: A Compact LLM for Hardware Failure Diagnosis via a Novel Knowledge Distillation Pipeline,"Hardware failure diagnosis from textual user-reported issues presents significant challenges due to the ambiguous and non-technical nature of these reports. While Large Language Models show promise in this domain, state-of-the-art models with billions of parameters pose practical limitations for deployment on low-power consumer devices. This work introduces a novel knowledge distillation pipeline for hardware failure detection, leveraging a large teacher model to generate synthetic training data for a smaller student model. Then, we present the DiagHW model, a compact 1.2B parameter fine-tuned LLaMA-3.2-1b-instruct model, which achieves diagnostic accuracy comparable to much larger models (up to 72B parameters). Our extensive experimental validation involved 32,414 inferences across 28 baseline models and 10 fine-tuned variants, processing a total of 19,692,210 tokens for these evaluations, complemented by 105,925,876 tokens processed during the fine-tuning stages.",https://sol.sbc.org.br/index.php/bracis/article/view/40789
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,EffAttNet: Improving Early Glaucoma Detection with EfficientNet-B3 and Attention Modules,"Glaucoma remains a leading cause of irreversible blindness worldwide and is particularly prevalent in Brazil, according to the Brazilian Society of Glaucoma (SBG). Early detection is critical to preventing vision loss. However, diagnosis in the initial stages is often challenging due to the asymptomatic nature of the disease and its visual similarities to other ophthalmic conditions. This work introduces EffAttNet (Efficient Attention Network), a novel deep learning architecture designed for automated glaucoma detection from retinal fundus images. EffAttNet leverages the representational power of EfficientNet-B3 while integrating residual attention modules to enhance feature focus and improve classification performance. Evaluated on the SMDG-19 dataset, EffAttNet achieved an accuracy of 88.27%, recall of 84.49%, and an AUC-ROC of 0.936, demonstrating its potential as a reliable tool for assisting in early glaucoma screening.",https://sol.sbc.org.br/index.php/bracis/article/view/40790
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Emotionally and Cognitively Aware Proactive Conversational LLM-Assistants for Healthcare,"We propose MarIARel and MarIAToM, two proactive assistants based on Large Language Models (LLMs). They integrate principles from Relevance Theory and Theory of Mind (ToM) to analyze users’ interaction history and initiate personalized, contextually relevant conversations. MarIARel selects users and topics based on relevance, while MarIAToM also considers users’ estimated mental and emotional states. An eight-month experimental study was conducted with 385 patients, who first interacted with a non-proactive assistant that initiated dialogues only when guided by human intervention, and subsequently with MarIARel and MarIAToM. To evaluate the impact of proactive messages, we introduce the metric of response predictability, which quantifies the likelihood of user replies. Results show that MarIAToM, which leverages ToM features, achieved higher response predictability and engagement. We also developed a qualitative assessment method based on emotional impact, applied by human-computer interaction specialists. Experts unanimously found that MarIAToM’s messages were more emotionally engaging and better at sustaining user responses.",https://sol.sbc.org.br/index.php/bracis/article/view/40856
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,"Enhanced Forecasting Model Using Transformers, Extended Long-Short-Term Memory, and Randomized Fuzzy Cognitive Maps","This paper presents TxL-RHFCM, a cutting-edge hybrid deep learning model designed for time series forecasting. The architecture seamlessly combines Transformers, extended long-short-term memory (xLSTM), and randomized high-order fuzzy cognitive maps (R-HFCM), with the latter serving as a reservoir computing mechanism. The model architecture is structured into four key components. Initially, the Transformer block processes the raw time series data, employing attention mechanisms to uncover intricate relationships between sequence elements and produce refined representations. These transformed sequences are then passed to the xLSTM unit to compute hidden states from the final tokens. Subsequently, the R-HFCM module leverages these hidden states to derive concept activation states. Finally, a feed-forward network extracts meaningful features from the R-HFCM output to generate the forecast. The proposed TxL-RHFCM model is rigorously evaluated on six benchmark case studies to predict electrical load consumption. Experimental results demonstrate its superior predictive accuracy compared to various state-of-the-art deep learning, machine learning, and fuzzy time series approaches.",https://sol.sbc.org.br/index.php/bracis/article/view/40791
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Enhanced Quantum-Inspired Neural Architecture Search with Adaptive Pre-trained Backbone Integration,"Neural Architecture Search (NAS) methods have become essential for automating the design of deep neural networks. However, their high computational cost, particularly when training architectures from scratch, remains a significant limitation. This paper proposes an enhancement to the Quantum-Inspired Neural Architecture Search (Q-NAS) algorithm by integrating a dynamically adjustable pre-trained backbone into the search process. The proportion of backbone depth used is jointly optimized with the design of additional building blocks selected from a flexible set of operators. Experiments conducted on four MedMNIST datasets show that the proposed method improves search efficiency, reducing GPU time by up to 66% compared to the baseline. Furthermore, it achieves competitive or superior classification accuracy. Notably, on the PathMNIST dataset, the enhanced QNAS achieved a 3.45% improvement in accuracy over the baseline. These findings demonstrate the effectiveness of combining partial backbone utilization with evolutionary NAS techniques for efficient medical image classification.",https://sol.sbc.org.br/index.php/bracis/article/view/40792
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Enhancing Framingham Cardiovascular Risk Score Transparency Through Logic-Based XAI,"Cardiovascular disease (CVD) remains one of the leading global health challenges, accounting for more than 19 million deaths worldwide. To address this, several tools that aim to predict CVD risk and support clinical decision making have been developed. In particular, the Framingham Risk Score (FRS) is one of the most widely used and recommended worldwide. However, it does not explain why a patient was assigned to a particular risk category nor how it can be reduced. Due to this lack of transparency, our approach introduces a logical explainer for the FRS. Based on first-order logic and explainable artificial intelligence (XAI) fundaments, our method is capable of identifying the minimal set of patient attributes that are sufficient to explain a given risk classification (abduction). The explainer produces actionable scenarios that illustrate which modifiable variables would reduce a patient’s risk category (counterfactual). We evaluated all possible input combinations of the FRS (over 22,000 samples) and tested them with our solution, successfully identifying important risk factors and suggesting focused interventions for each case. The results improves clinician trust and facilitates the wider implementation of CVD risk assessment by converting opaque scores into transparent, prescriptive insights, particularly in areas with restricted access to specialists.",https://sol.sbc.org.br/index.php/bracis/article/view/40793
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Enhancing Graph Neural Networks for Multi-target Activity Prediction Through Multi-task Learning and Knowledge Distillation,"The early phases of the drug discovery pipeline increasingly rely on machine learning to identify active compounds and prioritize candidates for experimental testing. Quantitative structure-activity relationship (QSAR) models are widely employed to predict molecular activity for biological targets. While traditional QSAR models are often trained independently for each target, recent studies have shown that multi-task learning can improve predictive performance by exploiting shared patterns across related targets. In this work, we investigate the application of graph-based neural networks, specifically message-passing neural networks (MPNNs), in multi-task molecular activity prediction. Our methodology incorporates (1) knowledge distillation from pre-trained target-specific models to enrich multi-target activity datasets and (2) hierarchical clustering to group related tasks, allowing the model to better exploit inter-target similarities. We assess multi-task MPNNs performance relative to single-task learning, classical machine learning baselines, and feed-forward neural networks trained on molecular fingerprints. Our evaluation includes standard random splits as well as realistic lead optimization and hit identification benchmark splits, which better reflect practical drug discovery scenarios. Our results highlight the strengths and limitations of graph-based architectures in multi-task settings and provide insights into their practical utility for improving early-phase drug discovery workflows.",https://sol.sbc.org.br/index.php/bracis/article/view/40794
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Enhancing Situational Awareness in Public Safety with Frame-Accumulated Face Recognition and Distance-Based Evaluation,"Real-time face recognition systems are crucial in enhancing situational awareness, particularly in public safety scenarios where accurate individual identification can significantly influence critical decisions. Such environments are inherently unpredictable, with face images captured under non-ideal conditions involving varying angles, lighting, and motion. This paper presents a robust face recognition pipeline for public safety applications. The proposed pipeline combines YOLO-based face detection, FaceNet-based feature extraction, and high-performance vector retrieval using Qdrant. This work implements an embedding accumulation strategy that delays identity confirmation until recognition evidence is aggregated over several frames, reducing false positives while prioritizing precision over throughput. We evaluated the model’s performance across camera-to-subject distances, an important yet often overlooked factor in real-world deployments. We also evaluated the pipeline with and without the accumulation strategy using a hybrid dataset of CelebA, LFW, and custom-recorded video scenarios featuring controlled head movements and varying distances. The accumulation strategy extends the two-meter effective recognition range while preserving high precision. The results demonstrate the pipeline’s potential to significantly improve public safety situational awareness.",https://sol.sbc.org.br/index.php/bracis/article/view/40889
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Estimating Variable Importance and Interaction in Machine Learning via Genetic Algorithms,"This work explores the use of the Genetic Algorithm with Linkage Learning (GAwLL) for the feature selection problem. A notable byproduct of GAwLL application for feature selection is the generation of a variable interaction graph, offering insights into feature dependencies. To extend the original C++ implementation—which was limited to the K-nearest neighbors (KNN) algorithm—we introduce PyGAwLLfs, a Python-based framework designed to support feature selection for a wide range of machine learning models. Using PyGAwLLfs, we assess GAwLL performance across various models, including decision trees, random forests, and artificial neural networks. Furthermore, based on the internal mechanisms of GAwLL, we present a novel method for estimating variable importance in machine learning. Experimental evaluation on multiple datasets, including one from particle physics, demonstrates PyGAwLLfs effectiveness in the estimation of variable importance and interaction. We compare the variable importance scores generated by PyGAwLLfs with those produced by traditional approaches.",https://sol.sbc.org.br/index.php/bracis/article/view/40795
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating Graph-Based Representations of ATR-FTIR Data Using Complex Networks,"This study investigates different graph construction heuristics applied to attenuated total reflectance Fourier transform infrared spectroscopy (ATR-FTIR) data, analyzing their topological properties using complex network metrics. In addition to this structural analysis, we also evaluate the data classification performance of each graph representation. We compare traditional approaches—such as co-occurrence (COOC), correlation (CORR), epsilon neighborhood (EPS), and k-nearest neighbors (kNN)—with visibility-based strategies (visibility graph - VG). These methods are applied to three biomedical datasets (COVID-19, Oral Cancer, and Diabetes), with their topological properties analyzed using complex network metrics. The topological analysis revealed that COOC and EPS generated structurally poor networks, due to fragmentation or overdensity. In contrast, kNN, CORR, and the two VG variants consistently produced sparse networks with high modularity, indicating a more informative representation. The classification results confirm that there is no universally superior method, with the best performance being dataset-dependent: kNN achieved the highest accuracy for COVID-19, CORR for Oral Cancer, and VG sim for Diabetes. These results collectively validate kNN, CORR, and visibility graphs approaches as effective and structurally expressive tools for spectral data, offering a robust alternative to traditional vector-based analysis in machine learning applications.",https://sol.sbc.org.br/index.php/bracis/article/view/40857
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating Odor Selectivity in α-Synucleinopathy: ML-Based Odor Profiling,"Cerebrospinal fluid (CSF) α-synuclein seed-amplification assay (SAA) is the most sensitive in vivo marker of misfolded α-synuclein. Still, its reliance on lumbar puncture—a costly, time-consuming, and invasive procedure—restricts broad clinical or population-based use. Low-cost, non-invasive smell tests such as the 40–item University of Pennsylvania Smell Identification Test (UPSIT) could serve as an efficient triage tool if they could reliably predict CSF-SAA positivity. This work aims to determine if item-level UPSIT responses reveal a selective olfactory pattern of SAA positivity after strict control for overall UPSIT score. Such a pattern could be used to enhance the diagnostic value of smell tests further. UPSIT and SAA data from the Parkinson’s Progression Markers Initiative were used to build two balanced SAA + – SAA - subsets. Six classifiers were tuned and evaluated using leave-one-out cross-validation. Permutation SHAP values quantified the importance of each odor for the best models. Given the marginal gain over random chance that the models achieved, our findings parallel recent Parkinson’s disease studies, which suggest that SAA causes a general loss of smell without affecting specific smells more than others, or that such a difference is minor. Although odor selectivity was negligible, UPSIT and other olfactory tests remain valuable and scalable screens for potential CSF-SAA positivity, as overall olfactory capacity itself carries strong predictive power.",https://sol.sbc.org.br/index.php/bracis/article/view/40858
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating Question Answering Model Robustness Against Typographical Mistakes Using Adversarial Attacks,"Question Answering is one of the prime applications of LLMs and other such transformer-based language models, which have been shown to achieve results as of yet unmatched in many NLP tasks. And yet, the automatic evaluation metrics used in benchmarking these systems are unsatisfactory, producing results that don’t correlate well to human judgement and offer no interpretation of the model’s failings. This paper introduces Q3AE, an evaluation method for QA systems that leverages adversarial attacks to measure the robustness of answerer models when tested against challenging input. We test the method by introducing spelling mistakes and other such keyboarding errors, common in day to day use, into the SQuAD dataset, translated to Portuguese, and use it as input against LLMs of the LLaMA and Gemma architectures, of different sizes. We find that these models are surprisingly sensitive to even the tiniest alterations, responding poorly to modified examples that a human being could still easily understand.",https://sol.sbc.org.br/index.php/bracis/article/view/40796
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating the Accuracy and Stability of Frontier LLMs on ENADE Computer Science Questions,"Large Language Models (LLMs) are increasingly evaluated on complex reasoning tasks, yet most benchmarks rely on single-shot prompting and fail to account for output variability. This study investigates both the accuracy and response stability of four multimodal frontier LLMs—GPT-4o, o1, Gemini 2.0 Flash, and DeepSeek-R1—on the multiple-choice Computer Science section of Brazil’s 2021 ENADE exam. Each model was prompted ten independent times per question, and their performance was evaluated using five complementary accuracy and stability metrics. Our results reveal substantial variation in both accuracy and stability across models and questions. Gemini 2.0 Flash achieved the highest accuracy, while also exhibiting strong response stability, followed by o1 and DeepSeek-R1. In contrast, GPT-4o showed lower accuracy and notably less stability. Interestingly, higher stability did not always correlate with higher accuracy, with some models being more stable than others, but less accurate. A per-question analysis shows that questions excluded from the ENADE score due to psychometric anomalies often correlate with high model disagreement or systematic errors, though some excluded questions were answered consistently by most models, providing insights into LLMs as complementary tools for exam validation. These findings reinforce the importance of multi-run evaluations and stability-focused metrics when benchmarking LLMs, especially in high-stakes educational contexts.",https://sol.sbc.org.br/index.php/bracis/article/view/40890
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating the Power Measure with Choquet-Based Generalizations in Fuzzy Rule-Based Classification Systems,"This paper presents an in-depth investigation of the Power Measure (PM) applied with varying values of the exponent q in Choquet-based generalizations for fuzzy rule-based classification systems (FRBCS). We evaluate ten fixed values of q in the interval [0.1, 1.0] across 33 datasets, assessing classification performance through non-parametric statistical analyses. Among the generalizations, the C F1F2 -integral consistently achieves superior results, reaffirming its state-of-the-art status within this domain. Our findings reveal that optimal q values are inherently method-dependent: q = 0.4 is best suited for Choquet and CC-min, q = 0.6 for CT, q = 0.2 for CF Avg and C F1F2 , q = 0.8 for dCF, and q = 0.5 for dXC. Statistical comparisons using the Aligned Friedman and Wilcoxon signed-rank tests show that while PM performs competitively across most configurations, it exhibits occasional underperformance when compared to specific generalizations such as Choquet and dCF. The results helps in the comprehension of method-specific q optimization and provide practical guidance for selecting aggregation strategies in FRBCS.",https://sol.sbc.org.br/index.php/bracis/article/view/40797
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluating the Use of Knowledge Graph Embeddings to Identify Influential Nodes in Heterogeneous Networks,"The Influential Node Identification task aims to measure which nodes in a network could spread information more efficiently. However, most works focus on homogeneous networks, whereas there are still a few approaches regarding heterogeneous networks. Existing works for identifying influential nodes in heterogeneous networks use metapath latent representations. This approach is limited because it depends on prior knowledge about the network to establish random-walk strategies based on vertex types. In contrast, Knowledge Graph Embeddings (KGE) can model heterogeneous networks differently than those obtained using random-walks by transforming the heterogeneous networks into a knowledge graph, thus not needing prior knowledge about the network schema of types. Therefore, this work aims to study the effectiveness of KGE methods for the Influential Node Identification task in heterogeneous networks. We use two existing scoring methods based on node representations adapted to operate with KGE. Moreover, we simulate using a well known epidemic diffusion model (SIR) and calculate correlations to evaluate those modified measures and their obtained node ranking in three datasets widely used in heterogeneous network tasks. Results show potential outcomes using the TransE model to identify influential individuals, obtaining Kendall’s coefficient close to 0.9 under the SIR model.",https://sol.sbc.org.br/index.php/bracis/article/view/40798
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Evaluation of Explainable Artificial Intelligence Methods for Deep Time Series Classification of Biosignals,"Deep learning models for time series classification, such as 1D Convolutional Neural Networks, are increasingly being used to predict the outcome of time-dependent clinical data, such as electrocardiograms (ECGs) and electroencephalograms (EEGs). However, when dealing with such complex model architectures, which behave as opaque boxes, the interpretability of new predictions is lost. Explainable artificial intelligence (XAI) techniques aim to mitigate this issue by enabling some degree of explanation for the model output, given a new input. In the case of biosignals, represented by multivariate time series, it is desirable to indicate which dimensions and which segments led the model to the final outcome. In this context, this work aims to evaluate and compare the use of different XAI methods, gradient-based or perturbation-based, to better understand the predictions produced by deep learning models in biosignals classification tasks. The experimental results with a synthetic dataset and a real-world ECG dataset indicate that perturbation-based approaches are the best suited for faithful and robust explanations, while gradient-based methods achieve similar results, but are more cost-efficient.",https://sol.sbc.org.br/index.php/bracis/article/view/40799
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Explainable Artificial Intelligence for Behavioral Simulation: SHAP-Based Analysis of Decision-Making in Virtual Rats,"The opacity of artificial neural networks (ANNs) has raised growing concerns about the interpretability of their decisions, particularly in behavioral simulations. To address this, the field of explainable artificial intelligence (XAI) has introduced tools that clarify the internal logic of machine learning models. This study applies SHAP (SHapley Additive exPlanations) to analyze the behavior of virtual rats controlled by ANNs in the Elevated Plus Maze, a widely used paradigm for assessing anxiety. The networks were evolved through genetic algorithms, and SHAP values were used to identify the contribution of each input (recurrent neurons and environmental sensors) to decision-making. The results show that long-range sensors, especially those detecting obstacles on the left, had the highest relevance, although most decisions were driven by a small subset of recurrent neurons. Network configurations with two or three hidden neurons were most frequent, indicating compact but effective internal processing. This approach enhances model transparency and provides an ethical alternative to live-animal testing, in alignment with the principles of the 3Rs (Reduction, Refinement, and Replacement).",https://sol.sbc.org.br/index.php/bracis/article/view/40879
BRACIS,2025,2025: Anais da XXXV Brazilian Conference on Intelligent Systems,Exploring Content and Social Connections of Fake News with Explainable Text and Graph Learning,"The global spread of misinformation and concerns about content trustworthiness have driven the development of automated fact-checking systems. Since false information often exploits social media dynamics such as “likes” and user networks to amplify its reach, effective solutions must go beyond content analysis to incorporate these factors. Moreover, simply labelling content as false can be ineffective or even reinforce biases such as automation and confirmation bias. This paper proposes an explainable framework that combines content, social media, and graph-based features to enhance fact-checking. It integrates a misinformation classifier with explainability techniques to deliver complete and interpretable insights supporting classification decisions. Experiments demonstrate that multimodal information improves performance over single modalities, with evaluations conducted on datasets in English, Spanish, and Portuguese. Additionally, the framework’s explanations were assessed for interpretability, trustworthiness, and robustness with a novel protocol, showing that it effectively generates human-understandable justifications for its predictions. The code and experiments are available at https://github.com/MeLLL-UFF/mu2X/ .",https://sol.sbc.org.br/index.php/bracis/article/view/40859
